名称,URL,速度(MB/s),分类
2025天津相声春晚,https://v.cdnlz21.com/20250130/5031_3ed80174/index.m3u8,1.617,其它
2026-04-06 12:17:58,https://vd2.bdstatic.com/mda-sctj0f6r4u1bpebc/1080p/cae_h264/1774706523506678171/mda-sctj0f6r4u1bpebc.mp4,1.042,其它
39,https://vd4.bdstatic.com/mda-nciz5tc8dnbgx932/1080p/cae_h264_delogo/1647810046618895479/mda-nciz5tc8dnbgx932.mp4,1.072,其它
3D-1视觉效果,https://vd3.bdstatic.com/mda-mfnc43q5ngnzua6p/sc/cae_h264/1624437508830556235/mda-mfnc43q5ngnzua6p.mp4,1.167,其它
3D-2视觉效果,https://vd2.bdstatic.com/mda-kfhr50vjwtmttwxc/v1-cae/sc/mda-kfhr50vjwtmttwxc.mp4,1.463,其它
3D-3视觉效果,https://vd4.bdstatic.com/mda-mdfijn4crxseyky0/1080p/cae_h264/1618549960/mda-mdfijn4crxseyky0.mp4,1.639,其它
3D-4视觉效果,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4,1.702,其它
3D裸眼-1视觉,https://vd2.bdstatic.com/mda-kka520dkkf8mrujz/sc/mda-kka520dkkf8mrujz.mp4,1.597,其它
5首劲爆dj,https://vd2.bdstatic.com/mda-mm69dxgtcqg28j9j/sc/cae_h264/1638860024910192032/mda-mm69dxgtcqg28j9j.mp4,1.971,其它
7师傅,http://live.nctv.top/douyu1.php?id=17732,1.213,其它
7首～伤感,https://vd2.bdstatic.com/mda-nbdj7sp20st0jd9d/sc/cae_h264_delogo/1644847557994341172/mda-nbdj7sp20st0jd9d.mp4,1.795,其它
9,https://vd3.bdstatic.com/mda-mmszwiraavrsffr0/1080p/cae_h264_delogo/1643524273204830134/mda-mmszwiraavrsffr0.mp4,1.066,其它
ABC WWAY 3,https://townnews.g-mana.live/media/027a05c7-43b6-49eb-ad10-a0c0f10a0754/main.m3u8,1.552,其它
AKC TV,https://install.akctvcontrol.com/speed/broadcast/138/desktop-playlist.m3u8,1.605,其它
AKDLD-283,https://t33.cdn2020.com/video/m3u8/2025/12/29/08fea47e/index.m3u8,1.110,其它
América TeVé (1080p),https://live.gideo.video/americateve2/master.m3u8,1.141,其它 高清/HD（158条）
Anal taboos,http://ovhv39.twincdn.com/videos/18/18666/18666_720p.mp4,1.027,欧美 SD（41条）
Angel TV Australia (720p),https://janya-digimix.akamaized.net/vglive-sk-310787/australia/ngrp:angelaustralia_all/playlist.m3u8,1.493,欧美 SD（41条）
Angel TV Chinese (720p),https://janya-digimix.akamaized.net/vglive-sk-999451/chinese/ngrp:angelchinese_all/playlist.m3u8,1.852,其它
BTV北京卫视,http://114.241.111.4:85/tsfile/live/16/1016_1.m3u8?key=txiptv,1.867,卫视 SD（632条）
Beyond-光辉岁月,https://www.iesdouyin.com/aweme/v1/play/?video_id=v0300fg10000ccu4ldjc77u4nmf3f54g&ratio=720p&line=0,1.305,其它
Beyond-冷雨夜,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cdqcbe3c77ucgubud6i0&ratio=720p&line=0,1.622,其它
Bloomberg Quicktake (720p),https://aegis-cloudfront-1.tubi.video/c597e8ac-bfb2-4a1c-865c-cad55566f953/playlist.m3u8,1.945,其它
Bread TV面包台 (720p),https://video.bread-tv.com:8091/hls-live24/online/index.m3u8,1.573,其它
Burning,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f2b0000bti8l4nm1ok3like33ag&ratio=720p&line=0,1.723,其它
Butt sex with young teen,http://ovhv39.twincdn.com/videos/7/7450/7450_720p.mp4,1.023,欧美 SD（41条）
CBS News Miami (720p),https://cbsn-mia.cbsnstream.cbsnews.com/out/v1/ac174b7938264d24ae27e56f6584bca0/master.m3u8,1.310,其它
CCTV+ 1 (600p) [Not 24/7],https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8,1.275,央视 SD（499条）
CCTV-1,http://111.56.90.5/000000000000/5000000004000002226/1.m3u8,1.817,其它
CCTV-10,http://111.56.90.5/000000000000/1000000001000023734/1.m3u8,1.735,其它
CCTV-10,http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,1.620,其它
CCTV-10,http://120.202.94.181:9446/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0,1.266,其它
CCTV-12,http://183.223.157.33:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,1.147,其它
CCTV-13,http://120.202.94.181:9446/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0,1.143,其它
CCTV-13,http://111.56.90.5/000000000000/1000000005000265101/1.m3u8,1.234,其它
CCTV-13新闻,http://122.5.16.250:8989/tsfile/live/1027_1.m3u8,1.105,央视 SD（499条）
CCTV-14,http://221.7.49.226:50085/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,1.547,其它
CCTV-14,http://120.202.94.181:9446/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0,1.292,其它
CCTV-16,http://221.7.49.226:50085/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0,1.586,其它
CCTV-17,http://221.7.49.226:50085/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,1.639,其它
CCTV-2,http://183.62.8.58:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,1.435,其它
CCTV-2,http://111.56.90.5/000000000000/1000000001000012442/1.m3u8,1.062,其它
CCTV-2,http://183.234.143.5:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0,1.120,其它
CCTV-4,http://111.56.90.5/000000000000/5000000011000031102/1.m3u8,1.868,其它
CCTV-5+,http://111.56.90.5/000000000000/1000000005000265016/1.m3u8,1.242,其它
CCTV-5+,http://183.223.157.33:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,1.414,其它
CCTV-5+体育赛事,http://122.5.16.250:8989/tsfile/live/1030_1.m3u8,1.161,央视 SD（499条）
CCTV-6,http://221.7.49.226:50085/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,1.901,其它
CCTV-6,http://183.223.157.33:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,1.835,其它
CCTV-9,http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0,1.364,其它
CCTV1,http://111.56.90.54/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225920/1.m3u8?fmt=ts2hls$1080p,1.822,央视 SD（499条）
CCTV1,http://111.56.90.5/000000000000/5000000004000002226/index.m3u8,1.783,央视 SD（499条）
CCTV10,http://36.136.38.87:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,1.157,央视 SD（499条）
CCTV10,http://36.136.38.87:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,1.428,央视 SD（499条）
CCTV10,http://61.184.46.85:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,1.124,央视 SD（499条）
CCTV10,http://livea-ori.huarentv.live:14998,1.268,其它
CCTV11,http://61.184.46.85:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,1.164,央视 SD（499条）
CCTV11,http://120.211.62.180:8000/hls/11/index.m3u8,1.874,其它
CCTV11,http://36.136.38.87:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,1.458,央视 SD（499条）
CCTV12,http://36.136.38.87:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,1.300,央视 SD（499条）
CCTV12,http://36.136.38.87:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,1.929,央视 SD（499条）
CCTV12,http://livea-ori.huarentv.live:14987,1.190,其它
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,1.219,其它
CCTV12-社会与法,http://119.91.7.169:2026/ysws.php?id=CCTV12,1.020,央视 SD（499条）
CCTV13,http://120.211.62.180:8000/hls/13/index.m3u8,1.131,央视 SD（499条）
CCTV13,http://61.184.46.85:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,1.209,央视 SD（499条）
CCTV13,http://183.234.143.5:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0,1.038,央视 SD（499条）
CCTV13,http://36.136.38.87:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,1.554,央视 SD（499条）
CCTV13,http://36.136.38.87:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,1.679,央视 SD（499条）
CCTV13,http://livea-ori.huarentv.live:14979,1.161,其它
CCTV14,http://36.136.38.87:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,1.352,央视 SD（499条）
CCTV14,http://36.136.38.87:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,1.511,央视 SD（499条）
CCTV15,http://36.136.38.87:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,1.813,央视 SD（499条）
CCTV15,http://36.136.38.87:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,1.136,央视 SD（499条）
CCTV15,http://livea-ori.huarentv.live:14905,1.203,其它
CCTV16,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV16,1.440,其它
CCTV16,http://livea-ori.huarentv.live:14926,1.200,其它
CCTV16,http://livea-ori.huarentv.live:14910,1.025,其它
CCTV17,http://hmfs.f3322.net:3388/hls/37/index.m3u8,1.484,其它
CCTV3,http://61.184.46.85:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,1.242,央视 SD（499条）
CCTV3,http://120.202.94.181:9446/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0,1.141,央视 SD（499条）
CCTV3,http://183.234.143.5:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,1.059,央视 SD（499条）
CCTV3-综艺,http://119.91.7.169:2026/ysws.php?id=CCTV3,1.098,央视 SD（499条）
CCTV4,http://111.56.90.5/000000000000/5000000011000031102/index.m3u8,1.862,央视 SD（499条）
CCTV4,http://103.45.128.46:2001/jmb/IPTV.php?id=CCTV4,1.055,其它
CCTV4,http://livea-ori.huarentv.live:14994,1.291,其它
CCTV5,http://61.184.46.85:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,1.666,央视 SD（499条）
CCTV5,http://livea-ori.huarentv.live:14924,1.391,其它
CCTV5,http://182.150.23.74:808/hls/5/index.m3u8,1.794,其它
CCTV5+,http://111.56.90.5/000000000000/5000000011000031127/index.m3u8,1.897,央视 SD（499条）
CCTV5+,http://livea-ori.huarentv.live:14925,1.522,其它
CCTV5+,http://119.91.7.169:2026/ysws.php?id=CCTV5p,1.936,央视 SD（499条）
CCTV5-体育,http://119.91.7.169:2026/ysws.php?id=CCTV5,1.590,央视 SD（499条）
CCTV6,http://183.234.143.5:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,1.144,央视 SD（499条）
CCTV6,http://livea-ori.huarentv.live:14995,1.350,其它
CCTV6-电影,http://119.91.7.169:2026/ysws.php?id=CCTV6,1.840,央视 SD（499条）
CCTV7,http://120.211.62.180:8000/hls/7/index.m3u8,1.233,央视 SD（499条）
CCTV7,http://183.62.8.58:50085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,1.502,央视 SD（499条）
CCTV7,http://livea-ori.huarentv.live:14997,1.161,其它
CCTV7,http://36.136.38.87:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,1.620,央视 SD（499条）
CCTV8,http://livea-ori.huarentv.live:14996,1.012,其它
CCTV8-电视剧,http://119.91.7.169:2026/ysws.php?id=CCTV8,1.126,央视 SD（499条）
CCTV9,http://114.241.111.4:85/tsfile/live/9/1009_1.m3u8?key=txiptv,1.658,央视 SD（499条）
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8,1.432,央视 SD（499条）
CCTV9,http://36.136.38.87:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0,1.479,央视 SD（499条）
CCTV第一剧场,http://hmfs.f3322.net:3388/hls/21/index.m3u8,1.271,其它
CCTV老故事高清,http://183.234.143.5:85/tsfile/live/1061_1.m3u8?key=txiptv&playlive=0&authid=0,1.026,央视 高清/HD（1条）
CCTV风云音乐,http://hmfs.f3322.net:3388/hls/29/index.m3u8,1.185,其它 SD（412条）
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8,1.571,其它
CGTN (1080p),https://amg00405-rakutentv-cgtn-rakuten-i9tar.amagi.tv/master.m3u8,1.224,其它
CHC家庭影院,http://61.184.46.85:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0,1.908,其它
Camp Spoopy (576p),https://stream.ads.ottera.tv/playlist.m3u8?network_id=269,1.073,其它
DASS-831,https://t33.cdn2020.com/video/m3u8/2025/12/31/12d8e555/index.m3u8,1.302,其它
DJ4首吸烟的女人,https://vd2.bdstatic.com/mda-mg7zcjiauy83ehmz/sc/cae_h264/1625790109974824055/mda-mg7zcjiauy83ehmz.mp4,1.565,其它
DJ《等爱》,https://vd2.bdstatic.com/mda-mfhh1e0hwq212rrt/sc/h264/1623988905898256147/mda-mfhh1e0hwq212rrt.mp4,1.209,其它
DJ《醉过多少回》,https://vd4.bdstatic.com/mda-megp46e98a4f2b9g/sc/h264/1621239560364992817/mda-megp46e98a4f2b9g.mp4,1.302,其它
DJ伤感好听《红颜知己》《事与愿违》《缘分相遇》《知情念歌》HD,https://vdse.bdstatic.com//1a7b05ab4eab2d68a679e442f4d80fab.mp4,1.075,其它
DJ喝不够的酒,https://vd3.bdstatic.com/mda-pf8is7cgmetp4ham/576p/h264/1686316564363943015/mda-pf8is7cgmetp4ham.mp4,1.358,其它
DJ情歌5首,https://vd3.bdstatic.com/mda-mmg7iqkrutbwd7az/sc/cae_h264/1639851941696222972/mda-mmg7iqkrutbwd7az.mp4,1.742,其它
DJ情歌《昨夜的我又梦到了你》《心上的人儿你在哪》等HD,https://vdse.bdstatic.com//09b76fc9762763350288fb96047ec820.mp4,1.431,其它
DJ情歌《爱情迷了路》,https://vd4.bdstatic.com/mda-mdbrb7fns70avrmt/1080p/cae_h264/1618222287/mda-mdbrb7fns70avrmt.mp4,1.896,其它
DJ情歌串烧《痴情恋歌》《红颜知己》《事与愿违》《缘分相遇》HD,https://vdse.bdstatic.com//904548e7bec804905906557ed2752017.mp4,1.443,其它
DJ推荐将军在上馋丫头,https://vd4.bdstatic.com/mda-mm83f0d9sws2zdu4/sc/cae_h264/1639107595725814486/mda-mm83f0d9sws2zdu4.mp4,1.838,其它
DJ放不下想又怕,https://vd2.bdstatic.com/mda-nb8mpxwznwj6s3ps/sc/cae_h264_nowatermark_delogo/1644456565663753843/mda-nb8mpxwznwj6s3ps.mp4,1.083,其它
DJ新歌上线,https://vd3.bdstatic.com/mda-nckdkm6sj1p9q7c9/sc/cae_h264_delogo/1647859589943780399/mda-nckdkm6sj1p9q7c9.mp4,1.435,其它
DJ歌曲怎么爱都爱不够,https://vd3.bdstatic.com/mda-mksyipb0103ck0pm/sc/cae_h264_nowatermark/1638055298562460672/mda-mksyipb0103ck0pm.mp4,1.663,其它
DJ此生已过半,https://vd3.bdstatic.com/mda-mdaprhx095djift2/hd/mda-mdaprhx095djift2.mp4,1.675,其它
DJ潮湿的心,https://vd3.bdstatic.com/mda-jfsre2z1s4xk012w/sc/mda-jfsre2z1s4xk012w.mp4,1.821,其它
DJ爆红老歌10首,https://vd3.bdstatic.com/mda-nbhgwre9iykh09ya/sc/cae_h264_delogo/1645187028367793873/mda-nbhgwre9iykh09ya.mp4,1.628,其它
DJ版《一个人挺好》,https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4,1.863,其它
DJ版《原谅你的谎》,https://vd4.bdstatic.com/mda-mhacxx5vhr2we882/1080p/cae_h264/1628673933350116053/mda-mhacxx5vhr2we882.mp4,1.978,其它
DJ版《望爱却步》,https://vd4.bdstatic.com/mda-mh3ei4sg2jypty79/1080p/cae_h264/1628072927342489970/mda-mh3ei4sg2jypty79.mp4,1.671,其它
DJ版《爱不得忘不舍》,https://vd3.bdstatic.com/mda-mh8j8egnj8idbvd8/1080p/cae_h264/1629367979662473678/mda-mh8j8egnj8idbvd8.mp4,1.726,其它
DJ版《蜜雪冰城》,https://vd3.bdstatic.com/mda-mhbae2pwwxhyxjcz/1080p/cae_h264/1628767594518574030/mda-mhbae2pwwxhyxjcz.mp4,1.619,其它
DJ版黑街,https://vd3.bdstatic.com/mda-mk612p9ceppwbgxj/sc/cae_h264/1636246729628620650/mda-mk612p9ceppwbgxj.mp4,1.136,其它
DJ舍不得又能怎样呢,https://vd2.bdstatic.com/mda-ncv1qd3acxskd46p/sc/cae_h264_delogo/1648720820032252958/mda-ncv1qd3acxskd46p.mp4,1.587,其它
DJ酱爆鱿鱼舞曲版》,https://vd4.bdstatic.com/mda-ncidj3kqg98a7ent/360p/h264_delogo/1647683015061569002/mda-ncidj3kqg98a7ent.mp4,1.507,其它
DVMM-143,http://t33.cdn2020.com/video/m3u8/2025/11/08/7f1a4081/index.m3u8,1.132,其它
DW Español (1080p),https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/index.m3u8,1.056,其它 高清/HD（158条）
Dateline 24/7,https://dz59iptwz5rxs.cloudfront.net/live/master.m3u8,1.471,其它
Dilemma,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cq4uhjvog65ui5mm0pcg&ratio=720p&line=0,1.795,其它
Electric Now (1080p),https://elec-en-xumo.otteravision.com/elec/en/elec_en.m3u8,1.857,其它 高清/HD（158条）
FC2PPV-2417006,http://t33.cdn2020.com/video/m3u8/2025/11/06/807b6ddd/index.m3u8,1.692,其它
FC2PPV-2466403,http://t33.cdn2020.com/video/m3u8/2025/11/07/12538a22/index.m3u8,1.128,其它
GMTV (1080p),https://livechannel.mdc.akamaized.net/stitch/livechannel/1341/master1400000.m3u8;session=live_stream_1341,1.032,其它 高清/HD（158条）
GOOD2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8,1.489,其它
Gangbang party,http://ovhv39.twincdn.com/videos/prime/00/01/85/80.mp4,1.047,欧美 SD（41条）
KidsFlix (1080p) [Not 24/7],https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=50,1.502,其它 高清/HD（158条）
Leomax 24 (1080p),https://tvshops.bonus-tv.ru/cdn/shop24/playlist.m3u8,1.201,其它 高清/HD（158条）
MovieSphere (1080p),https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8,1.074,其它 高清/HD（158条）
NBC 8 Lancaster PA (WGAL) (720p),https://aegis-cloudfront-1.tubi.video/5d314174-0110-42af-8811-feaae073ea1e/playlist.m3u8,1.229,欧美 SD（41条）
NBC News NOW (1080p),https://livehub-voidnet.onrender.com/cluster/streamcore/us/NBC_REDIS.m3u8,1.007,欧美 高清/HD（15条）
NBC News Now,https://xumo-drct-nbcnn-ir8ze.fast.nbcuni.com/live/master.m3u8,1.308,欧美 SD（41条）
NBC News Now (1080p),https://aegis-cloudfront-1.tubi.video/605fb6ea-f89c-451a-873c-030cb726b493/master.m3u8,1.262,欧美 高清/HD（15条）
NewTV爱情剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_967_1080P_t10/c59_fast_967_1080P_t10.m3u8?d,1.691,其它
OAN (1080p),https://oneamericanews-roku-us.amagi.tv/playlist.m3u8,1.489,其它 高清/HD（158条）
OK甜甜,https://videodowntx.9xiuzb.com/9xiu/124209737.m3u8,1.761,其它
PLL Network (1080p),https://aegis-cloudfront-1.tubi.video/185b9f38-635d-4cd8-b744-0ffca8ed48ba/pllne.m3u8,1.422,其它 高清/HD（158条）
Pet Club TV (1080p),https://petclub-samsungaus.amagi.tv/playlist.m3u8,1.210,其它 高清/HD（158条）
Polimer News (576p),https://segment.yuppcdn.net/110322/polimernews/playlist.m3u8,1.312,欧美 SD（41条）
Prime9 News (1080p),https://mumbai-edge.smartplaytv.in/Prime9News/index.m3u8,1.273,欧美 高清/HD（15条）
Puthiya Thalaimurai (576p),https://segment.yuppcdn.net/240122/puthiya/playlist.m3u8,1.327,欧美 SD（41条）
QVC 3 (1080p),https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc3us/master.m3u8,1.582,其它 高清/HD（158条）
RTHK-31FYtv,http://iptv.4666888.xyz/iptv2A.php?id=23,1.260,其它
RT纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8,1.139,其它
SNIS-309,http://t33.cdn2020.com/video/m3u8/2025/11/06/036bb696/index.m3u8,1.551,其它
Shalini TV (576p),https://stream.singamcloud.in/shalinitv/shalinitv/index.m3u8,1.139,欧美 SD（41条）
Sharjah TV (1080p),https://svs.itworkscdn.net/smc1live/smc1.smil/playlist.m3u8,1.412,其它 高清/HD（158条）
Sharjah TV (1080p),https://live.kwikmotion.com/smc1live/smc1tv.smil/playlist.m3u8,1.527,其它 高清/HD（158条）
Shop Channel (1080p) [Not 24/7],https://stream3.shopch.jp/HLS/master.m3u8,1.346,其它 高清/HD（158条）
Shopping NT (720p),https://live.shoppingntmall.com/live/10011.m3u8,1.416,其它
SportsGrid (1080p),https://sportsgrid-plex.amagi.tv/playlist.m3u8,1.173,其它 高清/HD（158条）
TFgirls-贾玲张小斐,https://vd3.bdstatic.com/mda-qc64dz3a7dai9wmn/576p/h264/1709780957602048364/mda-qc64dz3a7dai9wmn.mp4,1.436,其它
TV BRICS Chinese (1080p),https://chibrics.mediacdn.ru/cdn/brics/chinese/playlist.m3u8,1.192,其它 高清/HD（158条）
TV BRICS Portuguese (1080p),https://porbrics.mediacdn.ru/cdn/brics/portuguese/playlist.m3u8,1.438,其它 高清/HD（158条）
TV BRICS Russian (1080p),https://rusbrics.mediacdn.ru/cdn/brics/russian/playlist.m3u8,1.393,其它 高清/HD（158条）
TV BRICS Russian (1080p),https://brics.bonus-tv.ru/cdn/brics/russian/playlist.m3u8,1.509,其它 高清/HD（158条）
TV BRICS Spanish (1080p),https://espbrics.mediacdn.ru/cdn/brics/spanish/playlist.m3u8,1.559,其它 高清/HD（158条）
TV One Crime & Justice (1080p),https://aegis-cloudfront-1.tubi.video/66353608-b293-407b-9e79-d69ba8b17594/playlist.m3u8,1.424,其它 高清/HD（158条）
Thai Parliament TV (1080p) [Not 24/7],https://tv-live.tpchannel.org/live/tv.m3u8,1.350,其它 高清/HD（158条）
Tonghua TV (1080p),http://lsfb.avap.jilintv.cn/zqvk7vpj/channel/43ea5771aa44421591f9dfd2b71f1b9b/index.m3u8,1.410,其它
Tonghua TV (1080p),https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/43ea5771aa44421591f9dfd2b71f1b9b/index.m3u8,1.686,其它
Trace Sport Stars (Australia) (1080p),https://lightning-tracesport-samsungau.amagi.tv/playlist.m3u8,1.316,欧美 高清/HD（15条）
Trace Urban (Australia) (1080p),https://lightning-traceurban-samsungau.amagi.tv/playlist.m3u8,1.226,欧美 高清/HD（15条）
Twenty Four News (396p),https://segment.yuppcdn.net/110322/channel24/playlist.m3u8,1.494,欧美 SD（41条）
WXXV-TV News (Biloxi MS) (720p),https://townnews.g-mana.live/media/c8c354e0-672f-4368-a17d-a862ee98af4a/main.m3u8,1.701,欧美 SD（41条）
Zee News Malayalam (720p),https://d1ty2af03alkwd.cloudfront.net/index_4.m3u8,1.519,欧美 SD（41条）
Zoo Moo (Australia) (1080p),https://zoomoo-samsungau.amagi.tv/playlist.m3u8,1.251,欧美 高清/HD（15条）
[BD]cctv4,https://t.freetv.fun/live/cctv4-3.m3u8,1.846,央视 SD（499条）
[BD]文山新闻综合,https://t.freetv.fun/live/wen-shan-xin-wen-zong-he.m3u8,1.312,其它 SD（412条）
[BD]浙江新闻,https://t.freetv.fun/live/zhe-jiang-xin-wen-2.m3u8,1.356,其它 SD（412条）
[BD]荆门新闻综合,https://t.freetv.fun/live/jing-men-xin-wen-zong-he-4.m3u8,1.164,其它 SD（412条）
[江苏]泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd,1.612,其它 SD（412条）
[湖北]江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd,1.503,其它 SD（412条）
[湖北]江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8,1.721,其它 SD（412条）
[重庆]江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd,1.806,其它 SD（412条）
adn-293,http://t33.cdn2020.com/video/m3u8/2025/11/08/39ba63a6/index.m3u8,1.026,其它
by2-我知道,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000citn8ivog65usodfhif0&ratio=720p&line=0,1.495,其它
dj新歌句句在理,https://vd4.bdstatic.com/mda-ncmb65kfdfysdq4g/sc/cae_h264_delogo/1647946141035592767/mda-ncmb65kfdfysdq4g.mp4,1.406,其它
