名称,URL,速度(MB/s),分类
山东卫视,http://livea-ori.huarentv.live:14988,0.533,其它
山东卫视,http://111.61.236.247:9081/hls/31/index.m3u8,0.602,其它
广东卫视,http://112.99.195.122:65000/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,0.550,卫视 SD（632条）
广东卫视,http://153.0.171.163:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,0.658,其它
广西卫视,http://114.241.107.197:85/tsfile/live/46/1046_1.m3u8?key=txiptv,0.519,卫视 SD（632条）
广西卫视,http://153.0.171.163:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,0.658,卫视 SD（632条）
心病-赵本山,https://vdse.bdstatic.com//bfe074b881566418706a1602b2f253a4.mp4,0.692,其它
总有一天等到你,https://vd2.bdstatic.com/mda-nbk311450849cqtv/cae_h264_nowatermark_delogo/1645410122291259796/mda-nbk311450849cqtv.mp4,0.570,其它
总监驾到红高粱-贾玲,https://vd3.bdstatic.com/mda-nfmdf6n69b50k2wi/hd/cae_h264/1655896516383392384/mda-nfmdf6n69b50k2wi.mp4,0.683,其它
想跳就跳-蔡明潘长江,https://vdse.bdstatic.com//fe4a8b27ee7059e7d76bf284767b56ee.mp4,0.671,其它
拜年-赵本山,https://vdse.bdstatic.com//7bc2eaa6e9842f637f3aa731dca95e47.mp4,0.579,其它
摔杯为号-刘晓光田娃,https://vdse.bdstatic.com//d918ce33db1b74d3ed1d7f7da55a16bb.mp4,0.678,其它
方正综合|澜露直播,https://rmplive.hljtv.com/live/fangzheng.m3u8,0.501,其它
无锡教育,https://tv.wxjy.com.cn:9001/tvwebstream/tv_channel_1359/index.m3u8,0.612,其它
日喀则汉语综合|澜露直播,https://consolestream.rkzrm.cn:20323/4.m3u8,0.696,其它
星空卫视,http://111.221.137.234:44330/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0,0.698,卫视 SD（632条）
晋剧八件衣-高翠英,https://vdse.bdstatic.com//b71b1af41053c782e0271c79101d17aa.mp4,0.507,其它
晋剧劈殿-冯继忠,https://vdse.bdstatic.com//bffbe7dfceeb8cff15d0f4de92e65d06.mp4,0.617,其它
晋剧双蝴蝶·送别-李蕊梁小云,https://vdse.bdstatic.com//630be77d5002acb92d0ff8c3ad8a457e.mp4,0.669,其它
晋剧唐宗归晋-李国萍,https://vdse.bdstatic.com//176cdeace238a923663f34f26c0f6fc2.mp4,0.525,其它
晋剧大红灯笼-史佳华,https://vdse.bdstatic.com//fc21c75ea90667689f5a216e3b0d413a.mp4,0.520,其它
晋剧徐策跑城-武忠,https://vdse.bdstatic.com//4997ec4a0d880c832c518a0b48b53866.mp4,0.506,其它
晋剧打神告庙-西风起高翠英,https://vdse.bdstatic.com//0c26f16bccb89d329927e363afd9bc80.mp4,0.526,其它
晋剧春草闯堂-梁忠威白玲,https://vdse.bdstatic.com//0bb0af5c3e7d179ed374e18e1f4f3bf4.mp4,0.522,其它
晋剧花烛恨-张鸣琴,https://vdse.bdstatic.com//eecfca4e1523173aee5c4e2132d0f5d8.mp4,0.515,其它
晋剧金水桥-郭兰英,https://vdse.bdstatic.com//1d8762b0faf790c075e09927976adcbe.mp4,0.524,其它
有喜了-宋小宝赵海燕,https://vdse.bdstatic.com//e62cf2a92310106143c5e79e5509b18e.mp4,0.539,其它
有话好好说-孙涛邵峰,https://vd3.bdstatic.com/mda-pi62akbpxvdb99fg/cae_h264/1694118097484111926/mda-pi62akbpxvdb99fg.mp4,0.646,其它
望奎综合|澜露直播,https://rmplive.hljtv.com/live/wangkui.m3u8,0.676,其它
望奎综合|澜露直播,https://masterpull.hljtv.com/live/d3loVdqX.m3u8,0.527,其它
朝天新闻综合|澜露直播,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8,0.518,其它 SD（412条）
来呀官人V,http://live.nctv.top/douyu1.php?id=9986305,0.559,其它
東森电影国,http://iptv.4666888.xyz/iptv2A.php?id=48$IPV4,0.524,其它
林甸综合|澜露直播,https://masterpull.hljtv.com/live/23PN6NW9.m3u8,0.649,其它
林甸综合|澜露直播,https://rmplive.hljtv.com/live/lindian.m3u8,0.530,其它
枪战,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059579,0.537,其它
横州,http://live.nnnews.net/video/s10004-hztv-hd/index.m3u8,0.691,其它
毛不易 Ⅰ 给你给我,https://vdse.bdstatic.com//4d056936c317b35f886ced83147ad7e8.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A42%3A28Z%2F-1%2Fhost%2F13c0f2dda852b6fdbcd7422de8ac3a48437304b4c38728deeedb6558c47a9eb9,0.596,其它
民視第一台,http://nctcpc.com:38981/stream/channelid/859905572?ticket=44729f776de93e70cd1481ce4f434f15e89f0762&profile=pass,0.517,其它
水浒传 第01集,https://vip1.lz-cdn6.com/20220713/18378_be06c0e2/1000k/hls/mixed.m3u8,0.626,其它
水浒传 第03集,https://vip1.lz-cdn6.com/20220713/18380_02d55df4/1000k/hls/mixed.m3u8,0.569,其它
水浒传 第07集,https://vip1.lz-cdn6.com/20220713/18384_95b2296a/1000k/hls/mixed.m3u8,0.679,其它
水浒传 第34集,https://vip1.lz-cdn6.com/20220713/18411_a6b5a93b/1000k/hls/mixed.m3u8,0.636,其它
江津新闻综合 (480p),http://222.179.155.21:1935/ch1.m3u8,0.678,其它 SD（412条）
江苏卫视,http://120.211.62.180:8000/hls/32/index.m3u8,0.599,卫视 SD（632条）
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8,0.521,卫视 SD（632条）
江苏卫视,http://111.221.137.234:44330/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0,0.549,其它
江苏卫视,http://124.116.183.146:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,0.590,其它
江西卫视,http://183.234.143.5:85/tsfile/live/1097_1.m3u8?key=txiptv&playlive=0&authid=0,0.504,卫视 SD（632条）
江西卫视,http://183.62.8.58:50085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.562,卫视 SD（632条）
江西卫视,http://112.99.195.122:65000/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,0.590,卫视 SD（632条）
江西卫视,http://182.150.23.74:808/hls/30/index.m3u8,0.618,其它
汤原综合|澜露直播,https://rmplive.hljtv.com/live/tangyuan.m3u8,0.507,其它
汤原综合|澜露直播,https://masterpull.hljtv.com/live/lt2CmppY.m3u8,0.540,其它
沐川综合,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd,0.691,其它
河南卫视,http://182.150.23.74:808/hls/33/index.m3u8,0.577,其它
河南卫视高清,http://61.184.46.85:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,0.657,卫视 高清/HD（33条）
河源综合 (540p),https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8,0.689,其它
流星花园壹06,https://v.cdnlz20.com/20241121/20990_2a3e215a/index.m3u8,0.693,其它
流星花园壹07,https://v.cdnlz20.com/20241121/20992_dbff4dcb/index.m3u8,0.567,其它
流星花园壹09,https://v.cdnlz20.com/20241121/20994_579bd790/index.m3u8,0.530,其它
流星花园壹23,https://v.cdnlz20.com/20241121/21009_1ef47a5a/index.m3u8,0.554,其它
浙江卫视,http://183.237.71.182:40000/hls/20/index.m3u8,0.650,卫视 SD（632条）
浙江卫视,http://112.99.195.122:65000/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.543,卫视 SD（632条）
浙江卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTgvaW5kZXgubTN1OA==,0.534,卫视 SD（632条）
浙江卫视,http://124.116.183.146:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,0.656,其它
浙江民生,http://223.95.198.3:8000/hls/51/index.m3u8,0.651,其它
海南公共|澜露直播,http://153.0.171.163:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0,0.600,其它
海南卫视,http://111.221.137.234:44330/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0,0.517,其它
海宁生活|澜露直播,https://stream1.freetv.fun/e5ac3e4541425aa812f19aca59fcd06a279955e60fd1647616f04a68f80ef87e.m3u8,0.570,其它
海林综合|澜露直播,https://masterpull.hljtv.com/live/lqo9Fcdy.m3u8,0.641,其它
海林综合|澜露直播,https://rmplive.hljtv.com/live/hailin.m3u8,0.610,其它
海盗,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059595,0.614,其它
淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd,0.617,其它
深圳卫视,http://183.237.71.182:40000/hls/28/index.m3u8,0.541,卫视 SD（632条）
深圳卫视,http://hmfs.f3322.net:3388/hls/25/index.m3u8,0.617,卫视 SD（632条）
湖北卫视,http://112.132.10.54:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0,0.628,卫视 SD（632条）
湖北卫视,http://61.184.46.85:85/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,0.532,其它
湖北综合|澜露直播,http://120.202.94.181:9446/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0,0.525,其它
湖南卫视高清,http://61.184.46.85:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,0.684,卫视 高清/HD（33条）
漫长的季节,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342393,0.505,其它
火烧岛,https://vip.ffzy-play6.com/20221129/9336_58c74ab9/index.m3u8,0.679,其它
炫动卡通,http://218.15.183.23:9901/tsfile/live/23042_1.m3u8,0.612,其它
甄妮-我曾用心爱着你,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c61mgpjc77u30e9dfqa0&ratio=720p&line=0,0.682,其它
甘南综合|澜露直播,https://masterpull.hljtv.com/live/YbFyF4Jb.m3u8,0.559,其它
甘肃卫视,http://183.237.71.182:40000/hls/49/index.m3u8,0.650,卫视 SD（632条）
生命电影,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8,0.536,其它
电视剧场十,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11336592,0.657,其它
直捣黄龙,https://vip.lz-cdn3.com/20230623/19785_d14d1e58/2000k/hls/mixed.m3u8,0.607,其它
相亲之非诚勿扰-张小斐,https://vdse.bdstatic.com//52c603def74771dc95fd0c724e2bddbb.mp4,0.689,其它
相亲之非诚勿扰2-张小斐,https://vdse.bdstatic.com//5d88219fb2e3bc6df468f5f85df2b78b.mp4,0.699,其它
祁县新闻综合,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8?zshanxd,0.659,其它
祁县新闻综合,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8,0.576,其它 SD（412条）
福建东南卫视,http://61.184.46.85:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0,0.550,卫视 SD（632条）
穆棱新闻综合|澜露直播,https://masterpull.hljtv.com/live/5c9Mi3FV.m3u8,0.564,其它
笑傲江湖1,https://vip.ffzy-play7.com/20221129/7696_58fbd289/index.m3u8,0.594,其它
第110集,https://vip.lz-cdn16.com/20230415/17057_ee8b2924/index.m3u8,0.695,其它
第122集,https://vip.lz-cdn16.com/20230415/17066_0f67aea4/index.m3u8,0.524,其它
第123集,https://vip.lz-cdn16.com/20230415/17067_61c26d1b/index.m3u8,0.640,其它
第12集,https://vip.lz-cdn16.com/20230415/16957_72ea5bde/index.m3u8,0.600,其它
第138集,https://vip.lz-cdn16.com/20230415/17084_c3e04a9a/index.m3u8,0.599,其它
第146集,https://vip.lz-cdn16.com/20230415/17090_822d7b13/index.m3u8,0.676,其它
第162集,https://vip.lz-cdn16.com/20230415/17108_43a057bc/index.m3u8,0.647,其它
第163集,https://vip.lz-cdn16.com/20230415/17107_3125df8c/index.m3u8,0.606,其它
第167集,https://vip.lz-cdn16.com/20230415/17110_35498075/index.m3u8,0.502,其它
第170集,https://vip.lz-cdn16.com/20230415/17115_1ff2fdd2/index.m3u8,0.559,其它
第179集,https://vip.lz-cdn16.com/20230415/17125_dd0d0ca8/index.m3u8,0.506,其它
第185集,https://vip.lz-cdn16.com/20230415/17128_68bdf8b5/index.m3u8,0.615,其它
第189集,https://vip.lz-cdn16.com/20230415/17133_725d5651/index.m3u8,0.589,其它
第221集,https://vip.lz-cdn16.com/20230415/17164_b8b7b7cf/index.m3u8,0.653,其它
第223集,https://vip.lz-cdn16.com/20230415/17165_70145bfd/index.m3u8,0.531,其它
第44集,https://vip.lz-cdn16.com/20230415/16989_53041457/index.m3u8,0.608,其它
第48集,https://vip.lz-cdn16.com/20230415/16991_d9a916b9/index.m3u8,0.534,其它
第55集,https://vip.lz-cdn16.com/20230415/17003_d5af0126/index.m3u8,0.621,其它
第64集,https://vip.lz-cdn16.com/20230415/17010_7e5605d7/index.m3u8,0.608,其它
第75集,https://vip.lz-cdn16.com/20230415/17022_59797dea/index.m3u8,0.556,其它
第82集,https://vip.lz-cdn16.com/20230415/17027_1ee4a285/index.m3u8,0.641,其它
第87集,https://vip.lz-cdn16.com/20230415/17032_e70e5d9d/index.m3u8,0.637,其它
第96集,https://vip.lz-cdn16.com/20230415/17041_bacb5b1c/index.m3u8,0.692,其它
精装追女仔之3狼之一族,https://vip.ffzy-play6.com/20221129/9346_67ee848d/index.m3u8,0.537,其它
精装追女仔之3狼之一族,https://vip.ffzy-play6.com/20221129/9346_67ee848d/3000k/hls/mixed.m3u8,0.553,其它
緯來精彩720p,https://stream1.freetv.fun/409fbf8e0ec33500b4d76956cca00af9fddacac6dd2f8822f464b089fb583a6b.m3u8,0.586,其它 SD（412条）
红楼梦 第05集,https://v.cdnlz19.com/20240831/42407_8cd33997/2000k/hls/mixed.m3u8,0.539,其它
红楼梦 第07集,https://v.cdnlz19.com/20240831/42410_79d59437/2000k/hls/mixed.m3u8,0.635,其它
红楼梦 第12集,https://v.cdnlz19.com/20240831/42415_c5f068ce/2000k/hls/mixed.m3u8,0.548,其它
红楼梦 第16集,https://v.cdnlz19.com/20240831/42419_116bdeaa/2000k/hls/mixed.m3u8,0.598,其它
红楼梦 第21集,https://v.cdnlz19.com/20240901/42615_01968b31/2000k/hls/mixed.m3u8,0.570,其它
红楼梦 第27集,https://v.cdnlz19.com/20240831/42428_fa1d468e/2000k/hls/mixed.m3u8,0.637,其它
经典短剧,https://down-hls.qxiu.com/live/455246/index.m3u8,0.666,其它
经典老歌,https://down-hls.qxiu.com/live/461450/index.m3u8,0.538,其它
绘说篮球C,http://live.nctv.top/douyu1.php?id=9401305,0.663,其它
绥化综合|澜露直播,https://rmplive.hljtv.com/live/suihua.m3u8,0.506,其它
绥棱综合|澜露直播,https://masterpull.hljtv.com/live/p7WSvrJJ.m3u8,0.612,其它
罗时丰一定要成功,http://vd1.bdstatic.com/mda-hgmk00ncqxvvix0v/mda-hgmk00ncqxvvix0v.mp4,0.525,其它
罗时丰擦掉彼句我爱你[768*432],http://vd1.bdstatic.com/mda-hj3j9zhu12h99a79/vs-f5f50550f0b93f5020da43ab88266eda-watermark//mda-hj3j9zhu12h99a79.mp4,0.548,其它
美好时代-黄海波,https://vdse.bdstatic.com//aab365b1201de6adc3f106d7736e6714.mp4,0.554,其它
胡夏 Ⅰ 只问你肯不肯,https://vdse.bdstatic.com/d4463cd83c0c47fba7ce65c71ad94bbb.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2F09b9a33c3ded7584f68a3b875a10ba6a021d74f32e4144c2c0327f05c57abfdc,0.533,其它
自助餐-于洋赵博,https://vd3.bdstatic.com/mda-qav1ywqqeu87s066/cae_h264/1706578509117549533/mda-qav1ywqqeu87s066.mp4,0.635,其它
自说自话的总裁,http://live.nctv.top/douyu1.php?id=9317739,0.615,其它
苍天不负有情人,https://vd3.bdstatic.com/mda-jm5iqyuj8bapffdb/hd/mda-jm5iqyuj8bapffdb.mp4,0.699,其它
英伦对决,https://vip.lz-cdn3.com/20221119/16084_02999cf1/1200k/hls/mixed.m3u8,0.574,其它
萬州三峽移民 (576p),http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8,0.611,其它
萬州影視文藝 (576p) [Not 24/7],http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8,0.512,其它
虎林综合|澜露直播,https://rmplive.hljtv.com/live/hulin.m3u8,0.505,其它
讷河综合|澜露直播,https://masterpull.hljtv.com/live/PXWxDY1V.m3u8,0.520,其它
豫剧对花枪-齐红霞,https://vd3.bdstatic.com/mda-mih0g9czmsp9siew/hd/cae_h264_nowatermark/1631930466828917662/mda-mih0g9czmsp9siew.mp4,0.646,其它
豫剧白蛇传-王小双,https://vd3.bdstatic.com/mda-mmh31zwp37tc7qyq/576p/cae_h264/1651572388110098706/mda-mmh31zwp37tc7qyq.mp4,0.602,其它
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8,0.674,卫视 SD（632条）
贵州卫视,http://112.99.195.122:65000/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.659,卫视 SD（632条）
贵州卫视,http://59.174.117.160:7777/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0,0.615,卫视 SD（632条）
超级大明星-小沈阳,https://vdse.bdstatic.com//e9db1ac3c614e0f2b05c30656c20a16b.mp4,0.530,其它
辽宁北方|澜露直播,http://39.152.103.17:8089/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1,0.589,其它
辽宁卫视,http://183.62.8.58:50085/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.658,卫视 SD（632条）
辽宁卫视,http://59.174.117.160:7777/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0,0.614,卫视 SD（632条）
辽宁影视剧|澜露直播,http://39.152.103.17:8089/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&down=1,0.541,其它
辽宁青少|澜露直播,http://39.152.103.17:8089/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1,0.539,其它
还没有爱够DJ,https://vd3.bdstatic.com/mda-ncjgwmv1u85an74x/cae_h264_delogo/1647781725809492842/mda-ncjgwmv1u85an74x.mp4,0.613,其它
逃学威龙2,https://vip.ffzy-play6.com/20221112/6101_3ea56df6/3000k/hls/mixed.m3u8,0.512,其它
郑云工作室,http://live.nctv.top/douyu1.php?id=2995636,0.534,其它
部分频道已修复,https://i.uik.cc/view.php/89382a6d307982b66cf7e52adec5fb10.mp4,0.582,其它
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8,0.621,卫视 SD（632条）
重庆卫视,http://219.140.6.129:7777/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.619,卫视 SD（632条）
重庆卫视,http://59.174.117.160:7777/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0,0.612,卫视 SD（632条）
重庆卫视,http://livea-ori.huarentv.live:14970,0.630,其它
重温经典,http://111.221.137.234:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0,0.626,其它
金鹰卡通,http://183.237.95.108:9901/tsfile/live/1099_1.m3u8?key=txiptv&playlive=0&authid=0,0.520,其它
钓鱼欧尼,http://live.nctv.top/douyu1.php?id=10616765,0.523,其它
钟点工-赵本山,https://vd3.bdstatic.com/mda-qb73kfn5i81rmsyv/hd/cae_h264/1707360710961048284/mda-qb73kfn5i81rmsyv.mp4,0.688,其它
铁锁10,http://krevonix.com/20240811/iNPsCWaz/index.m3u8,0.541,其它
阜新综合|澜露直播,http://39.152.103.17:8089/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&down=1,0.663,其它
陈淑苹黄昏之恋[848*480],http://vd4.bdstatic.com/mda-jk0m1rgje4eh01cw//mda-jk0m1rgje4eh01cw.mp4,0.588,其它
陕西二套,http://124.116.183.146:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,0.526,其它
陕西二套,http://124.116.183.146:9901/tsfile/live/1001_1.m3u8,0.610,其它
陕西卫视,http://183.234.143.5:85/tsfile/live/1109_1.m3u8?key=txiptv&playlive=0&authid=0,0.608,卫视 SD（632条）
陕西四套,http://124.116.183.146:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,0.523,其它
雪豹之第38集,https://vip.dytt-tv.com/20250208/1812_5b6ba13f/index.m3u8,0.505,其它
靖洋戏剧,http://iptv.4666888.xyz/iptv2A.php?id=42,0.540,其它
面试-贾冰,https://vd3.bdstatic.com/mda-pjaiwxt5fbivqfq6/hd/cae_h264/1697055308927977240/mda-pjaiwxt5fbivqfq6.mp4,0.662,其它
韩国EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8?zshijd,0.650,其它
韩国|Ebs Kids,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8,0.667,其它
顶级童颜女孩腿长腰细,http://t33.cdn2020.com/video/m3u8/2025/11/06/aa67b28b/index.m3u8,0.555,其它
顾止最爱的小胖宝贝,http://live.nctv.top/douyu1.php?id=238643,0.626,其它
饶河综合|澜露直播,https://masterpull.hljtv.com/live/DokNxER6.m3u8,0.683,其它
饶河综合|澜露直播,https://rmplive.hljtv.com/live/raohe.m3u8,0.578,其它
鬼吹灯之南海归墟,https://vip.ffzy-play5.com/20221230/4857_5b568a10/2000k/hls/mixed.m3u8,0.526,其它
黄山公共生活,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8?zanhd,0.547,其它
黑水新闻综合|澜露直播,http://live.schstv.com:90/live/xwzh.m3u8,0.598,其它 SD（412条）
黑河新闻综合|澜露直播,https://masterpull.hljtv.com/live/iyoENgSP.m3u8,0.507,其它
黑龙江卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDUvaW5kZXgubTN1OA==,0.533,卫视 SD（632条）
黑龙江卫视,http://59.174.117.160:7777/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.609,卫视 SD（632条）
黑龙江卫视,http://112.99.195.122:65000/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.681,卫视 SD（632条）
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0,0.537,其它
齐齐哈尔新闻综合,https://masterpull.hljtv.com/live/dUi8b96l.m3u8,0.505,其它 SD（412条）
齐齐哈尔新闻综合|澜露直播,https://rmplive.hljtv.com/live/qiqihaer.m3u8,0.517,其它 SD（412条）
龙南|澜露直播,https://play-hsbj.vzan.com/1670294060/707321619705783642/live.m3u8,0.529,其它
🇰🇷韩国MBC,http://211.33.246.4:32954/cj_live/myStream.sdp/chunklist_w517347500.m3u8,0.527,其它
🇸🇬新加坡Channel News Asia,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8,0.634,其它
🎁 CCTV10,https://iptv.catvod.com/live.php?id=CCTV10&line=10,0.577,其它
